ano,nivel1,nivel2,nivel3,nivel4,nivel5,nivel6,valor_previsto,valor_arrecadado
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO INDIRETA,CONV. 125/2015 IPLANRIO/PGM - COOPERACAO TECNICA E MATERIAL PARA AMPLIAR O SERVICO INTERNE,0.0,193667.95
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO INDIRETA,CONV CANTINHO DA CRIANCA - MCTI/PLANETARIO,0.0,5384.09
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,TRANSFERENCIAS DO FNAS,1625084.0,712083.55
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,TRANSFERENCIAS DO FEAS,28563.0,51773.34
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,CARTA ACORDO 4700004097/2007/SENASP/PNUD-CASA DE ABRIGO DINA SFAT - FMAS,0.0,5012.48
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,CARTA ACORDO 4700004170/2007/SENASP/PNUD - CASA LAR DALVA DE OLIVEIRA - FMAS,0.0,4609.29
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,CONV.332/SNAS/MDS/2008 - AQUISICAO DE MATERIAL DE CONSUMO - FMAS,0.0,4260.88
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,CONV.LIGHT/PCRJ/SMAS - RECUP. E ATUALIZACAO DO CADASTRO UNICO DE PROG.SOCIAIS-FMAS,0.0,43484.96
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,PRIO DE JANEIRO FMAS IGD-SUAS,10566.0,9027.59
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,CONV. 817/MDSCF/2004- PROTECAO SOCIO ASSIST. A PESSOA PORT. DE DEFICIENCIA- FMAS,0.0,666.18
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,CONV.754574/2010/FNAS/MDS-AQUISICAO DE MATERIAL DE PERMANENTE - FMAS,0.0,31.8
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,CONV.720350/2009/MDSCF-ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO ESPECIAL-FMAS,0.0,150625.37
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,CONV.777101/2012/MDSCF-ESTRUTURACAO DA REDE DE PROTECAO SOCIAL ESPECIAL-AQUISICAO DE MATER,0.0,78020.5
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,CONV.776768/2012/MDSCF-ESTRUTURACAO DA REDE DE PROTECAO SOCIAL BASICA DO CRAS-AQUISICAO DE,0.0,74738.27
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,CONV.777960/2012/MDSCF - ESTRUTURACAO DA REDE DE PROTECAO SOCIAL ESPECIAL - AQUIS DE MATER,0.0,78405.95
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,CONV.777120/2012/MDSCF-ESTRUTURACAO DA REDE DE PROTECAO SOCIAL BASICA NOS CRAS - AQUIS MAT,0.0,97212.97
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,"CONV.813922/2014/MJ/FUNAD-PROTECAO, INCLUSAO E ACOLHIMENTO DE MULHERES EM SITUACAO DE RISC",0.0,138999.89
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,CONV.799525/2013-ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL BASICA-AQUIS. DE MAT.,0.0,26644.68
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,CONV.802317/2014-MDSCF-ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL ESPECIAL-AQUIS.,0.0,147276.82
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,CONV. 802223/2014/MDSCF - ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL ESPECIAL - A,0.0,136357.83
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DO FMAS,CONV. 802319/2014/MDSCF - ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL ESPECIAL - A,0.0,132675.31
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REM.DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS-CONTRIB.INTERV.DOM.ECO (CIDE),RECEITA DE REM.DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS-CONTRIB.INTERV.DOM.ECO(CIDE),3638057.0,340871.21
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. 386791-20/2012/MINTUR - PROJETO ACESSIBILIDADE PARA O MRJ - SETUR,0.0,-0.0
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV.776444/2012/MIN.ESPORTES/COB-COMPLEXO ESPORTIVO DE DEODORO-RIO 2016-SMO,0.0,240374.59
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. TC 0352.732-89/2011 - URBANIZACAO COMUNIDADE CHAPADAO / CHICO MENDES - PAC II - SMH,0.0,389973.0
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. CR 0385.247-02/2012 - SINALIZACAO TURISTICA - SETUR,0.0,65761.29
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. TC 0416.059-00/2013/CEF - PARQUE OLIMPICO DA BARRA - CENTRO DE TENIS - SMO,0.0,679233.48
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. TC 416062-57/2013 - VELODROMO - PARQUE OLIMPICO DA BARRA - SMO,0.0,657949.73
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV.790967/2013-IMPLANTACAO DE 100 NUCLEOS DE ESPORTE E LAZER-SMEL,0.0,502948.83
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. TC 0416057-83/2013 - GINASIO HALL 4 HANDEBOL - PARQUE OLIMPICO DA BARRA - SMO,0.0,1051236.32
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. TC 0416060-38/2013 - ESTADIO AQUATICO - PARQUE OLIMPICO DA BARRA - SMO,0.0,663246.62
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. 806406/2014/MTE/SENAES - UDES - UNIDADE DE DESENVOLVIMENTO ECONOMICO E SOLIDARIO - R,0.0,1441.34
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. TC 0437.268-73/2014/CEF - COMPLEXO ESPORTIVO DE DEODORO - RIO 2016 - DOMINIO URBANO,0.0,191088.75
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. 070/2005/MTE - QUALIFICACAO SOCIAL E PROFISSIONAL NOS ARCOS OCUPACIONAIS - PROJOVEM,0.0,119651.59
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. TC0437.260-90/2014/CEF-COMPLEXO ESPORTIVO DE DEODORO-RIO 2016-AREA NORTE-SMO,0.0,1550782.33
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. TC0437.267-69/2014/CEF-COMPLEXO ESPORTIVO DE DEODORO-RIO 2016-AREA NORTE-SMO,0.0,897364.79
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. CR 0402.325-23/2012-PAC CONTENCAO DE ENCOSTAS-COMPLEXO DO ALEMAO E PENHA-SMO,0.0,61639.62
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. TC 0415061-27/2013/CEF - IMPLANTACAO DO SISTEMA VEICULO LEVE SOBRE TRILHO DA AREA CE,0.0,246426.93
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,PROGRAMA DE COLETA SELETIVA MRJ - CONTRAPARTIDA - SMAC,0.0,6.29
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. CR 0402.323-04/2012-PAC CONTENCAO-AREA CENTRAL E TIJUCA-SMO,0.0,17089.04
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. CR 0402.324-18/2012-PAC CONTENCAO-ZONA NORTE-SMO,0.0,429.54
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. N.010/2012/CEF - CONDOMINIO PARK IMPERIAL-TTS PMCMV-SMH,0.0,9409.58
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. N.012/2012/CEF - RESIDENCIAL AVEIRO-TTS PMCMV-SMH,0.0,9643.15
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. N.013/2012/CEF - RESIDENCIAL AYRES-TTS PMCMV-SMH,0.0,12045.24
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. N.014/2012/CEF - RESIDENCIAL CASCAIS-TTS PMCMV-SMH,0.0,10087.28
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. N.015/2012/CEF - RESIDENCIAL COIMBRA-TTS PMCMV-SMH,0.0,11589.67
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. N.017/2012/CEF - RESIDENCIAL DESTRI-TTS PMCMV-SMH,0.0,12626.29
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. N.018/2012/CEF - RESIDENCIAL EVORA-TTS PMCMV-SMH,0.0,7317.16
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. N.019/2012/CEF - RESIDENCIAL RIO BONITO-TTS PMCMV-SMH,0.0,4654.65
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. N.020/2012/CEF - RESIDENCIAL SEVILHA-TTS PMCMV-SMH,0.0,6442.06
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. N.021/2012/CEF - RESIDENCIAL TARONI-TTS PMCMV-SMH,0.0,7089.07
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. N.023/2012/CEF - RESIDENCIAL VACCARI-TTS PMCMV-SMH,0.0,8197.19
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. N.024/2012/CEF - RESIDENCIAL VIDAL-TTS PMCMV-SMH,0.0,10022.21
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. N.026/2012/CEF - RESIDENCIAL VIVENDAS DAS ROSAS-TTS PMCMV-SMH,0.0,10747.78
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. N.028/2012/CEF - RESIDENCIAL ZARAGOSA-TTS PMCMV-SMH,0.0,14109.79
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE OUTROS DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS,CONV. N.029/2012/CEF - RESIDENCIAL SPERANZA-TTS PMCMV-SMH,0.0,9161.15
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - FUNDO DE SAUDE,TRANSFERENCIAS DO FNS - ATENCAO BASICA,3742598.0,5931898.19
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - FUNDO DE SAUDE,TRANSFERENCIAS DO FNS - MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,14076477.0,12028796.6
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - FUNDO DE SAUDE,TRANSFERENCIAS DO FNS - VIGILANCIA EM SAUDE,2163204.0,1782713.67
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - FUNDO DE SAUDE,TRANSFERENCIAS DO FNS - ASSISTENCIA FARMACEUTICA,1010752.0,352247.38
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - FUNDO DE SAUDE,TRANSFERENCIAS DO FNS - GESTAO DO SUS,68944.0,114932.72
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - FUNDO DE SAUDE,TRANSFERENCIAS DO FNS - INVESTIMENTO,583860.0,1413524.67
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - FUNDO DE SAUDE,TRANSFERENCIAS DO FES - MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,310673.0,183926.11
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - FUNDO DE SAUDE,TRANSFERENCIAS DO FES - ASSISTENCIA FARMACEUTICA,120166.0,2750.87
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - FUNDO DE SAUDE,TRANSFERENCIAS DO FES - GESTAO DO SUS,1888.0,5890.31
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - FUNDO DE SAUDE,CONV. INSTITUICOES DE ENSINO - PROG. DE QUALIFICACAO PROFISSIONAL - FMS,0.0,207064.05
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - FUNDO DE SAUDE,ASSISTENCIA MATERNO INFANTIL - FMS,167399.0,6125.52
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - FUNDO DE SAUDE,RECURSOS DO FMS - TAXA DE INSPECAO SANITARIA,4550441.0,237709.16
